date,1. open,2. high,3. low,4. close,5. volume
2025-02-06,373.03,375.4,363.18,374.32,77918230.0
2025-02-05,387.51,388.39,375.53,378.17,57614721.0
2025-02-04,382.63,394.0,381.4,392.21,57072235.0
2025-02-03,386.68,389.17,374.36,383.68,93732122.0
2025-01-31,401.53,419.99,401.34,404.6,83568219.0
2025-01-30,410.78,412.5,384.41,400.28,98092879.0
2025-01-29,395.21,398.5899,384.48,389.1,68033648.0
2025-01-28,396.91,400.59,386.5,398.09,48910676.0
2025-01-27,394.8,406.69,389.0,397.15,58125510.0
2025-01-24,414.45,418.88,405.78,406.58,56427149.0
2025-01-23,416.06,420.73,408.95,412.38,50690592.0
2025-01-22,416.81,428.0,414.59,415.11,60963342.0
2025-01-21,432.64,433.2,406.31,424.07,87320894.0
2025-01-17,421.5,439.74,419.75,426.5,94991429.0
2025-01-16,423.49,424.0,409.13,413.82,68335151.0
2025-01-15,409.9,429.8,405.661,428.22,81375460.0
2025-01-14,414.34,422.64,394.54,396.36,84565022.0
2025-01-13,383.21,403.79,380.07,403.31,67580494.0
2025-01-10,391.4,399.28,377.29,394.74,62287333.0
2025-01-08,392.95,402.4999,387.4,394.94,73038805.0
2025-01-07,405.83,414.33,390.0,394.36,75699525.0
2025-01-06,423.2,426.43,401.7,411.05,85516534.0
2025-01-03,381.48,411.8799,379.45,410.44,95423329.0
2025-01-02,390.1,392.7299,373.04,379.28,109710749.0
2024-12-31,423.79,427.93,402.54,403.84,76825121.0
2024-12-30,419.4,427.0,415.75,417.41,64941012.0
2024-12-27,449.52,450.0,426.5,431.66,82666821.0
2024-12-26,465.16,465.3299,451.02,454.13,76651210.0
2024-12-24,435.9,462.78,435.14,462.28,59551750.0
2024-12-23,431.0,434.51,415.4112,430.6,72698055.0
2024-12-20,425.505,447.08,417.64,421.06,132216176.0
2024-12-19,451.88,456.36,420.02,436.17,118566146.0
